uid,group,label_raw,label,text_min,model_pred,annot_true_sentiment,annot_label_is_wrong,annot_note
7353536ab906456f,bangla_script,1,negative,আলহামদুলিল্লাহ 😍 কিছু সময় আগে পার্রসেল হাতে পেয়েছি💖 প্যাকেজিং অনেক ভালো ছিলো 💖 পন্য ও অনেক ভালো 💖😍🥰,positive,,,
31bb8346a2e3582c,bangla_script,1,negative,ভালো পন্য সেম টু সেম পাইছি কিন্তু দুই নম্বর পন্য,positive,,,
d2a77d851d9e0d71,bangla_script,4,positive,কোয়ালিটি ঠিক আছে কিন্তু কালার অন্য এটাতো ঠিক না। ছবির সাথে মিল রাখবেন।,negative,,,
b1ccad2b4ae1bce2,bangla_script,3,negative,আলহামদুলিল্লাহ পন্যটি খুব সুন্দর হয়েছে,positive,,,
a82eca7917aa2395,english,5,positive,They cheated. This book has 384 pages. In my received book it has only 312. I'm disappointed.,negative,,,
4d7e2b87dbd0258e,english,1,negative,"as per price goods is not bad, I am happy about my goods. Thanks.",positive,,,
11355ee5f8d3e900,bangla_script,5,positive,প্যাপের কোয়ালিটি একদম বাজে😡😡😡,negative,,,
c67ad53d60afd7c9,bangla_script,5,positive,প্যাকেজিং দেখে মনে হয়েছিল প্রোডাক্টটি খুব ভালো হবে। কিন্তু ব্যবহারের পর সে আশায় গুড়ে বালি। ৫০% এর বেশি ব্যবহার করা যায় না। পন্যটি ফেরৎ পাঠাবো। এখন কিভাবে ফেরৎ পাঠাবো জানাবেন প্লিজ।,negative,,,
bbc3464b39ca7157,english,3,negative,Product quality is nice.,positive,,,
c9ea3f6cb8a2e0b1,bangla_script,5,positive,মালটা খুব বাজে 10 দিন পরেই রং যাইতেছে,negative,,,
65661a0b5127c60a,english,2,negative,This Product Are Very Good,positive,,,
a1fc4b3e6461525a,bangla_script,5,positive,ঘড়িটা যেমন চেয়েছিলাম তেমন পাইনি এটা একটা বাজে ঘড়ি কেউ নিলে ভেবেচিন্তে করে নিবেন ভালো হয়নি,negative,,,
23acd1da45a79215,english,5,positive,The quality is good ..but the size was wrong....it's not in actual size,negative,,,
c6a1aae240032731,bangla_script,5,positive,"দাম অনুযায়ী মোটামুটি চলে,,,,,,,,,,,",negative,,,
4134993d5b02197f,romanized,4,positive,bag fete powder pore gese kisu,negative,,,
6af4c94b729de1e6,bangla_script,4,positive,ভালো আবার এতটাও ভালো না,negative,,,
8238fdb2e161f280,bangla_script,5,positive,"খুবি বাজে জিনিস এমনটা আসা করিনাই কেমেরা কোয়ালিটি ভালোই,, তবে রেকডিং এ সমসা রেকড চালু করলে আদা ঘন্টা ১ ঘন্টা হয় তারপর আর হয় না আবার চালু করা লাগে",negative,,,
f83fb7e7f4d4455e,romanized_codemixed,4,positive,meat masla chilo na. 1 item missing.,negative,,,
d2001d481d1aa6eb,bangla_script,5,positive,একদম বাজে ২ নম্বার জিনিস এর আগেও আমি দারাজ থেকে ডায়পার নিয়েছি এটাই নিয়েছি খুব ভালো ছিলো।কিন্তু এটা খুব বাজে ১ বার হিসু করলেই ভিজে থাকে ডায়পার।ফালতু পুরা টাকাই নষ্ট,negative,,,
7626ab95e19bd63f,english,4,positive,Small size,negative,,,
e7684e00ee1b0d23,bangla_script,4,positive,ফোনটা অনেক মোটা,negative,,,
b8201848c4508547,bangla_script,5,positive,"দেখতে সুন্দর কিন্তু কাজ করেনা, পাওয়ার আসেনা চার্জও হয় না।",negative,,,
ce9a66d272661ac5,bangla_script,5,positive,"প্রোডাক্ট ছিলো ২ পিস সেট, বাট সেলার শুধু ঘড়ি দিয়েছে। সেলারকে নক দেয়া হলেও সে কোনো রেসপন্স করে নি। যদিও দারাজে কম্পেলেইন করার পর কিছু টাকা রিফান্ড দিয়েছে।",negative,,,
9eec24f4444d8490,bangla_script,1,negative,অনেক ধন্যবাদ যেমন চেয়ে ছিলাম তেমন পায় ছি,positive,,,
73024a953ed2ad61,english,5,positive,don't like it .,negative,,,
25aa46a468b1de04,english,4,positive,The product quality is good but battery isn't good.Also it is not same as the picture.,negative,,,
1c69b45efd044ced,bangla_script,5,positive,ভালো রেজাল্ট পাই নাই।,negative,,,
2cc4c4f325314050,english,5,positive,Delivery service is super poor,negative,,,
0b35aa0327616b37,english,5,positive,Pant quality was good. but the problem is seller delivered me small size in place of medium size. Now it's useless to me.,negative,,,
c422abcd7caf9789,bangla_script,3,negative,ভালই তবে মান আরো ভাল আশা করছিলাম!,positive,,,
f62caf4b6f57347b,english,3,negative,Found the product after 3 to 4 days.everything was in good condition.,positive,,,
4994ffa7d2807361,bangla_script,5,positive,"চেয়েছি মুড়ি মশলা, দিয়েছে ম্যাজিক মশলা...টাকা পানিতে ফেলা আরকি.....",negative,,,
da10baf723148b8b,english,4,positive,Wrong product sent!,negative,,,
e8d4ffb75c8718aa,bangla_script,4,positive,তেমন একটা স্ট্রং না৷ একটু ভারী কাপড় রাখলেই ভেঙ্গে যাবে। হাল্কা কাপড়ের জন্য ঠিক আছে।,negative,,,
a2988bb1fe3295fd,bangla_script,3,negative,ভালোই তবে হাতার কুচি কম,positive,,,
d66dfb874ced5156,romanized_codemixed,1,negative,"valoi hoice ai dame ar ki pawya jay .. ar raidar ar Kota ki bolbo khubi Valo bebohar, ar onk Valo bavei delivery paici.raidar vaiya ono thanks..",positive,,,
aaffd0bb990515f6,bangla_script,2,negative,দামে অনেক ভালোই,positive,,,
bd3874dd432fc8a9,bangla_script,5,positive,এই একই প্রোডাক্ট আরো অনেক কমদামে কেনা যায় মহল্লার দোকান থেকে। আমি রিটার্ন করেছি। যে কালার চেয়েছিলাম সেটা দেয়নি বলে। মান অনুযায়ী দাম অনেক বেশি।,negative,,,
f86605d463735fcc,bangla_script,3,negative,দেখেতো মনেহলো ভালো প্রোডাক্ট। এখনো ইউজ করিনি ইউজ করলে বুঝতে পারবো৷,positive,,,
